DateTime,Source,Nitrate Load
2016-02-08,SWAT,0.3831
2016-02-08,USGS,0.402923989
2016-02-09,LIS-SWAT,0.7773
2016-02-09,SWAT,0.3781
2016-02-09,USGS,0.405513372
2016-02-10,LIS-SWAT,0.7693
2016-02-10,SWAT,0.3731
2016-02-10,USGS,0.402799288
2016-02-11,LIS-SWAT,0.7594
2016-02-11,SWAT,0.3837
2016-02-11,USGS,0.389226427
2016-02-12,LIS-SWAT,0.7494
2016-02-12,SWAT,0.3908
2016-02-12,USGS,0.359608689
2016-02-13,LIS-SWAT,0.7347
2016-02-13,SWAT,0.3969
2016-02-13,USGS,0.329291646
2016-02-14,LIS-SWAT,0.7214
2016-02-14,SWAT,0.4043
2016-02-14,USGS,0.317753124
2016-02-15,LIS-SWAT,0.7075
2016-02-15,SWAT,0.4077
2016-02-15,USGS,0.302762094
2016-02-16,LIS-SWAT,0.6959
2016-02-16,SWAT,0.4263
2016-02-16,USGS,0.30544439
2016-02-17,LIS-SWAT,0.685
2016-02-17,SWAT,0.4295
2016-02-17,USGS,0.317718893
2016-02-18,LIS-SWAT,0.6749
2016-02-18,SWAT,0.4295
2016-02-18,USGS,0.330198785
2016-02-19,LIS-SWAT,0.6647
2016-02-19,SWAT,0.4207
2016-02-19,USGS,0.369291364
2016-02-20,LIS-SWAT,0.654
2016-02-20,SWAT,0.3483
2016-02-20,USGS,0.409313088
2016-02-21,LIS-SWAT,0.6357
2016-02-21,SWAT,0.3299
2016-02-21,USGS,0.442850354
2016-02-22,LIS-SWAT,0.631
2016-02-22,SWAT,0.308
2016-02-22,USGS,0.389341348
2016-02-23,LIS-SWAT,0.6475
2016-02-23,SWAT,0.2984
2016-02-23,USGS,0.363833856
2016-02-24,LIS-SWAT,0.6612
2016-02-24,SWAT,0.2872
2016-02-24,USGS,0.378700186
2016-02-25,LIS-SWAT,0.6711
2016-02-25,SWAT,0.2753
2016-02-25,USGS,0.37909874
2016-02-26,LIS-SWAT,0.6638
2016-02-26,SWAT,0.2567
2016-02-26,USGS,0.407100254
2016-02-27,LIS-SWAT,0.6847
2016-02-27,SWAT,0.2419
2016-02-27,USGS,0.451564762
2016-02-28,LIS-SWAT,0.6482
2016-02-28,SWAT,0.2252
2016-02-28,USGS,0.499391309
2016-02-29,LIS-SWAT,0.575
2016-02-29,SWAT,0.1968
2016-03-01,LIS-SWAT,0.5493
2016-03-01,SWAT,0.3442
2016-03-02,LIS-SWAT,0.5975
2016-03-02,SWAT,0.4972
2016-03-03,LIS-SWAT,0.6314
2016-03-03,SWAT,0.6133
2016-03-04,LIS-SWAT,0.6536
2016-03-04,SWAT,0.5714
2016-03-05,LIS-SWAT,0.6856
2016-03-05,SWAT,0.5195
2016-03-06,LIS-SWAT,0.7378
2016-03-06,SWAT,0.4903
2016-03-07,LIS-SWAT,0.7935
2016-03-07,SWAT,0.5809
2016-03-08,LIS-SWAT,0.8383
2016-03-08,SWAT,0.6625
2016-03-09,LIS-SWAT,0.8632
2016-03-09,SWAT,0.8183
2016-03-10,LIS-SWAT,0.8925
2016-03-10,SWAT,0.6659
2016-03-11,LIS-SWAT,0.9109
2016-03-11,SWAT,0.6104
2016-03-11,USGS,0.468396968
2016-03-12,LIS-SWAT,0.9244
2016-03-12,SWAT,0.6799
2016-03-12,USGS,0.471404465
2016-03-13,LIS-SWAT,0.9342
2016-03-13,SWAT,0.4783
2016-03-13,USGS,0.514179395
2016-03-14,LIS-SWAT,0.9305
2016-03-14,SWAT,0.5606
2016-03-14,USGS,0.564455952
2016-03-15,LIS-SWAT,0.9401
2016-03-15,SWAT,0.3824
2016-03-15,USGS,0.62107026
2016-03-16,LIS-SWAT,0.9299
2016-03-16,SWAT,0.6331
2016-03-16,USGS,0.769894934
2016-03-17,LIS-SWAT,0.8992
2016-03-17,SWAT,0.6214
2016-03-17,USGS,0.880182072
2016-03-18,LIS-SWAT,0.8918
2016-03-18,SWAT,0.8573
2016-03-18,USGS,0.899180654
2016-03-19,LIS-SWAT,0.9142
2016-03-19,SWAT,0.8435
2016-03-19,USGS,0.907814373
2016-03-20,LIS-SWAT,0.921
2016-03-20,SWAT,0.8736
2016-03-20,USGS,0.957081096
2016-03-21,LIS-SWAT,0.9147
2016-03-21,SWAT,0.7363
2016-03-21,USGS,0.970861792
2016-03-22,LIS-SWAT,0.9315
2016-03-22,SWAT,0.8509
2016-03-22,USGS,1.008567988
2016-03-23,LIS-SWAT,0.9771
2016-03-23,SWAT,0.886
2016-03-23,USGS,1.057856717
2016-03-24,LIS-SWAT,1.002
2016-03-24,SWAT,1.179
2016-03-24,USGS,1.124853005
2016-03-25,LIS-SWAT,0.9694
2016-03-25,SWAT,0.9522
2016-03-25,USGS,1.052990928
2016-03-26,LIS-SWAT,0.9396
2016-03-26,SWAT,1.143
2016-03-26,USGS,1.097907782
2016-03-27,LIS-SWAT,0.8949
2016-03-27,SWAT,0.8912
2016-03-27,USGS,1.081672186
2016-03-28,LIS-SWAT,0.8488
2016-03-28,SWAT,1.021
2016-03-28,USGS,1.11680856
2016-03-29,LIS-SWAT,0.8219
2016-03-29,SWAT,0.9024
2016-03-29,USGS,1.172190528
2016-03-30,LIS-SWAT,0.8099
2016-03-30,SWAT,1.102
2016-03-30,USGS,1.177227475
2016-03-31,LIS-SWAT,0.7847
2016-03-31,SWAT,0.8873
2016-03-31,USGS,1.121429837
2016-04-01,LIS-SWAT,0.7583
2016-04-01,SWAT,1.015
2016-04-01,USGS,1.032916493
2016-04-02,LIS-SWAT,0.7573
2016-04-02,SWAT,0.8334
2016-04-02,USGS,0.974355869
2016-04-03,LIS-SWAT,0.7678
2016-04-03,SWAT,0.9629
2016-04-03,USGS,0.962888256
2016-04-04,LIS-SWAT,0.7917
2016-04-04,SWAT,0.8079
2016-04-04,USGS,0.984405312
2016-04-05,LIS-SWAT,0.8111
2016-04-05,SWAT,0.9331
2016-04-05,USGS,0.970125811
2016-04-06,LIS-SWAT,0.8342
2016-04-06,SWAT,0.8117
2016-04-06,USGS,0.960785453
2016-04-07,LIS-SWAT,0.8582
2016-04-07,SWAT,0.8948
2016-04-07,USGS,0.944500954
2016-04-08,LIS-SWAT,0.8678
2016-04-08,SWAT,0.8192
2016-04-08,USGS,0.953009971
2016-04-09,LIS-SWAT,0.8568
2016-04-09,SWAT,0.8605
2016-04-09,USGS,0.94178687
2016-04-10,LIS-SWAT,0.8415
2016-04-10,SWAT,0.829
2016-04-10,USGS,0.91447488
2016-04-11,LIS-SWAT,0.8148
2016-04-11,SWAT,0.9493
2016-04-11,USGS,0.879362957
2016-04-12,LIS-SWAT,0.7918
2016-04-12,SWAT,0.9854
2016-04-12,USGS,0.826059341
2016-04-13,LIS-SWAT,0.7749
2016-04-13,SWAT,1.143
2016-04-13,USGS,0.782369937
2016-04-14,LIS-SWAT,0.7653
2016-04-14,SWAT,1.195
2016-04-15,LIS-SWAT,0.7551
2016-04-15,SWAT,1.303
2016-04-15,USGS,0.731795075
2016-04-16,LIS-SWAT,0.7436
2016-04-16,SWAT,1.355
2016-04-16,USGS,0.717163476
2016-04-17,LIS-SWAT,0.7336
2016-04-17,SWAT,1.659
2016-04-17,USGS,0.719826212
2016-04-18,LIS-SWAT,0.7235
2016-04-18,SWAT,1.218
2016-04-18,USGS,0.675146534
2016-04-19,LIS-SWAT,0.72
2016-04-19,SWAT,1.288
2016-04-19,USGS,0.599907747
2016-04-20,LIS-SWAT,0.6906
2016-04-20,SWAT,1.036
2016-04-20,USGS,0.515421516
2016-04-21,LIS-SWAT,0.68
2016-04-21,SWAT,1.237
2016-04-21,USGS,0.496017043
2016-04-22,LIS-SWAT,0.6734
2016-04-22,SWAT,0.8646
2016-04-22,USGS,0.491799211
2016-04-23,LIS-SWAT,0.6717
2016-04-23,SWAT,1.035
2016-04-23,USGS,0.480280251
2016-04-24,LIS-SWAT,0.6701
2016-04-24,SWAT,0.7581
2016-04-24,USGS,0.458379311
2016-04-25,LIS-SWAT,0.6674
2016-04-25,SWAT,0.9045
2016-04-25,USGS,0.426519397
2016-04-26,LIS-SWAT,0.6728
2016-04-26,SWAT,0.7356
2016-04-26,USGS,0.408623564
2016-04-27,LIS-SWAT,0.6765
2016-04-27,SWAT,0.8492
2016-04-27,USGS,0.397146171
2016-04-28,LIS-SWAT,0.6757
2016-04-28,SWAT,0.7355
2016-04-28,USGS,0.395424806
2016-04-29,LIS-SWAT,0.6817
2016-04-29,SWAT,0.864
2016-04-29,USGS,0.405523152
2016-04-30,LIS-SWAT,0.6738
2016-04-30,SWAT,0.7419
2016-04-30,USGS,0.426252879
2016-05-01,LIS-SWAT,0.7105
2016-05-01,SWAT,0.8116
2016-05-01,USGS,0.477287424
2016-05-02,LIS-SWAT,0.7328
2016-05-02,SWAT,0.8293
2016-05-02,USGS,0.571629934
2016-05-03,LIS-SWAT,0.7814
2016-05-03,SWAT,0.9925
2016-05-03,USGS,0.598624059
2016-05-04,LIS-SWAT,0.8112
2016-05-04,SWAT,0.8923
2016-05-04,USGS,0.602057007
2016-05-05,LIS-SWAT,0.7979
2016-05-05,SWAT,0.9465
2016-05-05,USGS,0.547569953
2016-05-06,LIS-SWAT,0.8199
2016-05-06,SWAT,0.9191
2016-05-06,USGS,0.531361253
2016-05-07,LIS-SWAT,0.8468
2016-05-07,SWAT,0.9261
2016-05-07,USGS,0.549897708
2016-05-08,LIS-SWAT,0.8526
2016-05-08,SWAT,0.9282
2016-05-08,USGS,0.561477796
2016-05-09,LIS-SWAT,0.8647
2016-05-09,SWAT,0.9351
2016-05-09,USGS,0.551501706
2016-05-10,LIS-SWAT,0.8294
2016-05-10,SWAT,0.9281
2016-05-10,USGS,0.540530453
2016-05-11,LIS-SWAT,0.8569
2016-05-11,SWAT,0.9304
2016-05-11,USGS,0.526385434
2016-05-12,LIS-SWAT,0.8747
2016-05-12,SWAT,0.9222
2016-05-12,USGS,0.513020408
2016-05-13,LIS-SWAT,0.8904
2016-05-13,SWAT,0.9244
2016-05-13,USGS,0.520448682
2016-05-14,LIS-SWAT,0.8961
2016-05-14,SWAT,0.9142
2016-05-14,USGS,0.526590824
2016-05-15,LIS-SWAT,0.9198
2016-05-15,SWAT,0.9184
2016-05-15,USGS,0.522262961
2016-05-16,LIS-SWAT,0.9536
2016-05-16,SWAT,0.9081
2016-05-16,USGS,0.514947162
2016-05-17,LIS-SWAT,1.012
2016-05-17,SWAT,0.9097
2016-05-17,USGS,0.518091587
2016-05-18,LIS-SWAT,1.068
2016-05-18,SWAT,0.8941
2016-05-18,USGS,0.528263286
2016-05-19,LIS-SWAT,1.116
2016-05-19,SWAT,0.8228
2016-05-19,USGS,0.527559091
2016-05-20,LIS-SWAT,1.149
2016-05-20,SWAT,0.8832
2016-05-20,USGS,0.52020906
2016-05-21,LIS-SWAT,1.176
2016-05-21,SWAT,0.7812
2016-05-21,USGS,0.52580105
2016-05-22,LIS-SWAT,1.195
2016-05-22,SWAT,0.7629
2016-05-22,USGS,0.517803062
2016-05-23,LIS-SWAT,1.204
2016-05-23,SWAT,0.6803
2016-05-23,USGS,0.481845128
2016-05-24,LIS-SWAT,1.212
2016-05-24,SWAT,0.7663
2016-05-24,USGS,0.436106713
2016-05-25,LIS-SWAT,1.195
2016-05-25,SWAT,0.4805
2016-05-25,USGS,0.423969137
2016-05-26,LIS-SWAT,1.199
2016-05-26,SWAT,0.5727
2016-05-26,USGS,0.411951372
2016-05-27,LIS-SWAT,1.186
2016-05-27,SWAT,0.4731
2016-05-27,USGS,0.379482624
2016-05-28,LIS-SWAT,1.169
2016-05-28,SWAT,0.6188
2016-05-28,USGS,0.367623792
2016-05-29,LIS-SWAT,1.112
2016-05-29,SWAT,0.4604
2016-05-30,LIS-SWAT,1.104
2016-05-30,SWAT,0.4871
2016-05-30,USGS,0.383257889
2016-05-31,LIS-SWAT,1.104
2016-05-31,SWAT,0.3674
2016-05-31,USGS,0.411562598
2016-06-01,LIS-SWAT,1.08
2016-06-01,SWAT,0.7689
2016-06-01,USGS,0.495479117
2016-06-02,LIS-SWAT,1.064
2016-06-02,SWAT,0.6804
2016-06-02,USGS,0.572275446
2016-06-03,LIS-SWAT,1.072
2016-06-03,SWAT,0.6976
2016-06-03,USGS,0.626513098
2016-06-04,LIS-SWAT,1.09
2016-06-04,SWAT,0.5651
2016-06-05,LIS-SWAT,1.055
2016-06-05,SWAT,0.6468
2016-06-06,LIS-SWAT,1.016
2016-06-06,SWAT,0.4599
2016-06-07,LIS-SWAT,0.9992
2016-06-07,SWAT,0.615
2016-06-07,USGS,0.715769758
2016-06-08,LIS-SWAT,0.9964
2016-06-08,SWAT,0.6204
2016-06-08,USGS,0.700834965
2016-06-09,LIS-SWAT,0.9897
2016-06-09,SWAT,1.088
2016-06-09,USGS,0.697754114
2016-06-10,LIS-SWAT,0.9389
2016-06-10,SWAT,1.124
2016-06-10,USGS,0.718212433
2016-06-11,LIS-SWAT,0.889
2016-06-11,SWAT,1.4
2016-06-11,USGS,0.700282368
2016-06-12,LIS-SWAT,0.8452
2016-06-12,SWAT,1.643
2016-06-12,USGS,0.672936146
2016-06-13,LIS-SWAT,0.8054
2016-06-13,SWAT,1.675
2016-06-13,USGS,0.634960987
2016-06-14,LIS-SWAT,0.7723
2016-06-14,SWAT,2.812
2016-06-14,USGS,0.609876501
2016-06-15,LIS-SWAT,0.7678
2016-06-15,SWAT,2.678
2016-06-15,USGS,0.714058174
2016-06-16,LIS-SWAT,0.7346
2016-06-16,SWAT,2.508
2016-06-16,USGS,0.907824154
2016-06-17,LIS-SWAT,0.7284
2016-06-17,SWAT,2.384
2016-06-17,USGS,0.941928687
2016-06-18,LIS-SWAT,0.7419
2016-06-18,SWAT,2.604
2016-06-18,USGS,1.033948333
2016-06-19,LIS-SWAT,0.7436
2016-06-19,SWAT,2.064
2016-06-19,USGS,1.045728922
2016-06-20,LIS-SWAT,0.7603
2016-06-20,SWAT,2.36
2016-06-20,USGS,0.997286204
2016-06-21,LIS-SWAT,0.7826
2016-06-21,SWAT,1.729
2016-06-21,USGS,0.968487581
2016-06-22,LIS-SWAT,0.7828
2016-06-22,SWAT,2.007
2016-06-22,USGS,0.904361864
2016-06-23,LIS-SWAT,0.761
2016-06-23,SWAT,1.823
2016-06-23,USGS,0.856300585
2016-06-24,LIS-SWAT,0.7267
2016-06-24,SWAT,2.058
2016-06-24,USGS,0.789675955
2016-06-25,LIS-SWAT,0.7015
2016-06-25,SWAT,1.845
2016-06-25,USGS,0.717273507
2016-06-26,LIS-SWAT,0.6843
2016-06-26,SWAT,2.04
2016-06-26,USGS,0.658172511
2016-06-27,LIS-SWAT,0.6702
2016-06-27,SWAT,1.794
2016-06-27,USGS,0.650551072
2016-06-28,LIS-SWAT,0.664
2016-06-28,SWAT,2.062
2016-06-28,USGS,0.633542818
2016-06-29,LIS-SWAT,0.6606
2016-06-29,SWAT,1.282
2016-06-29,USGS,0.619652091
2016-06-30,LIS-SWAT,0.6521
2016-06-30,SWAT,1.58
2016-06-30,USGS,0.615529619
2016-07-01,LIS-SWAT,0.64
2016-07-01,SWAT,1.217
2016-07-01,USGS,0.622053199
2016-07-02,LIS-SWAT,0.6326
2016-07-02,SWAT,1.452
2016-07-02,USGS,0.626425073
2016-07-03,LIS-SWAT,0.6277
2016-07-03,SWAT,1.124
2016-07-03,USGS,0.637393882
2016-07-04,LIS-SWAT,0.629
2016-07-04,SWAT,1.43
2016-07-04,USGS,0.646494618
2016-07-05,LIS-SWAT,0.6315
2016-07-05,SWAT,0.7696
2016-07-05,USGS,0.658236084
2016-07-06,LIS-SWAT,0.6308
2016-07-06,SWAT,0.8879
2016-07-06,USGS,0.64724038
2016-07-07,LIS-SWAT,0.616
2016-07-07,SWAT,0.8437
2016-07-07,USGS,0.630474192
2016-07-08,LIS-SWAT,0.5612
2016-07-08,SWAT,0.7871
2016-07-08,USGS,0.5822442
2016-07-09,LIS-SWAT,0.5361
2016-07-09,SWAT,0.6615
2016-07-09,USGS,0.487955483
2016-07-10,LIS-SWAT,0.5138
2016-07-10,SWAT,0.5148
2016-07-10,USGS,0.465355238
2016-07-11,LIS-SWAT,0.4956
2016-07-11,SWAT,0.4338
2016-07-11,USGS,0.463638764
2016-07-12,LIS-SWAT,0.4733
2016-07-12,SWAT,0.3299
2016-07-12,USGS,0.43542697
2016-07-13,LIS-SWAT,0.468
2016-07-13,SWAT,0.2716
2016-07-13,USGS,0.419714628
2016-07-14,LIS-SWAT,0.4661
2016-07-14,SWAT,0.2157
2016-07-14,USGS,0.365164001
2016-07-15,LIS-SWAT,0.4471
2016-07-15,SWAT,0.1776
2016-07-15,USGS,0.357721056
2016-07-16,LIS-SWAT,0.4113
2016-07-16,SWAT,0.1483
2016-07-16,USGS,0.379648892
2016-07-17,LIS-SWAT,0.3764
2016-07-17,SWAT,0.1397
2016-07-18,LIS-SWAT,0.332
2016-07-18,SWAT,0.1393
2016-07-19,LIS-SWAT,0.3177
2016-07-19,SWAT,0.1241
2016-07-20,LIS-SWAT,0.3105
2016-07-20,SWAT,0.1286
2016-07-21,LIS-SWAT,0.3052
2016-07-21,SWAT,0.1179
2016-07-22,LIS-SWAT,0.2814
2016-07-22,SWAT,0.1222
2016-07-23,LIS-SWAT,0.2714
2016-07-23,SWAT,0.1159
2016-07-24,LIS-SWAT,0.2273
2016-07-24,SWAT,0.12
2016-07-25,LIS-SWAT,0.228
2016-07-25,SWAT,0.1162
2016-07-26,LIS-SWAT,0.2374
2016-07-26,SWAT,0.1188
2016-07-27,LIS-SWAT,0.24
2016-07-27,SWAT,0.116
2016-07-28,LIS-SWAT,0.2393
2016-07-28,SWAT,0.166
2016-07-29,LIS-SWAT,0.2362
2016-07-29,SWAT,0.1568
2016-07-30,LIS-SWAT,0.2344
2016-07-30,SWAT,0.1625
2016-07-31,LIS-SWAT,0.2388
2016-07-31,SWAT,0.1596
2016-08-01,LIS-SWAT,0.2443
2016-08-01,SWAT,0.2914
2016-08-02,LIS-SWAT,0.2438
2016-08-02,SWAT,0.3817
2016-08-03,LIS-SWAT,0.2401
2016-08-03,SWAT,0.4303
2016-08-04,LIS-SWAT,0.2368
2016-08-04,SWAT,0.2948
2016-08-05,LIS-SWAT,0.2308
2016-08-05,SWAT,0.2338
2016-08-06,LIS-SWAT,0.219
2016-08-06,SWAT,0.2475
2016-08-07,LIS-SWAT,0.2156
2016-08-07,SWAT,0.1615
2016-08-08,LIS-SWAT,0.2175
2016-08-08,SWAT,0.1365
2016-08-09,LIS-SWAT,0.2203
2016-08-09,SWAT,0.132
2016-08-10,LIS-SWAT,0.2224
2016-08-10,SWAT,0.1167
2016-08-11,LIS-SWAT,0.2242
2016-08-11,SWAT,0.1148
2016-08-12,LIS-SWAT,0.2252
2016-08-12,SWAT,0.08426
2016-08-13,LIS-SWAT,0.2298
2016-08-13,SWAT,0.09589
2016-08-14,LIS-SWAT,0.2288
2016-08-14,SWAT,0.08331
2016-08-15,LIS-SWAT,0.2236
2016-08-15,SWAT,0.0947
2016-08-16,LIS-SWAT,0.2215
2016-08-16,SWAT,0.1332
2016-08-17,LIS-SWAT,0.2192
2016-08-17,SWAT,0.1962
2016-08-18,LIS-SWAT,0.2133
2016-08-18,SWAT,0.1762
2016-08-19,LIS-SWAT,0.2232
2016-08-19,SWAT,0.2153
2016-08-20,LIS-SWAT,0.1993
2016-08-20,SWAT,0.2331
2016-08-21,LIS-SWAT,0.1981
2016-08-21,SWAT,0.1937
2016-08-22,LIS-SWAT,0.1983
2016-08-22,SWAT,0.1408
2016-08-23,LIS-SWAT,0.1984
2016-08-23,SWAT,0.1093
2016-08-24,LIS-SWAT,0.1989
2016-08-24,SWAT,0.09185
2016-08-25,LIS-SWAT,0.1697
2016-08-25,SWAT,0.1038
2016-08-26,LIS-SWAT,0.1749
2016-08-26,SWAT,0.1003
2016-08-27,LIS-SWAT,0.1907
2016-08-27,SWAT,0.1108
2016-08-28,LIS-SWAT,0.2063
2016-08-28,SWAT,0.102
2016-08-29,LIS-SWAT,0.2129
2016-08-29,SWAT,0.107
2016-08-30,LIS-SWAT,0.2149
2016-08-30,SWAT,0.1473
2016-08-31,LIS-SWAT,0.2164
2016-08-31,SWAT,0.2447
2016-09-01,LIS-SWAT,0.2145
2016-09-01,SWAT,0.2657
2016-09-02,LIS-SWAT,0.2105
2016-09-02,SWAT,0.3504
2016-09-03,LIS-SWAT,0.2075
2016-09-03,SWAT,0.3262
2016-09-04,LIS-SWAT,0.2067
2016-09-04,SWAT,0.2845
2016-09-05,LIS-SWAT,0.2085
2016-09-05,SWAT,0.2509
2016-09-06,LIS-SWAT,0.2161
2016-09-06,SWAT,0.2401
2016-09-07,LIS-SWAT,0.2284
2016-09-07,SWAT,0.1999
2016-09-08,LIS-SWAT,0.2249
2016-09-08,SWAT,0.2693
2016-09-09,LIS-SWAT,0.2267
2016-09-09,SWAT,0.2722
2016-09-10,LIS-SWAT,0.2198
2016-09-10,SWAT,0.2664
2016-09-11,LIS-SWAT,0.2218
2016-09-11,SWAT,0.2297
2016-09-12,LIS-SWAT,0.2307
2016-09-12,SWAT,0.2422
2016-09-13,LIS-SWAT,0.2483
2016-09-13,SWAT,0.3518
2016-09-14,LIS-SWAT,0.2582
2016-09-14,SWAT,0.3581
2016-09-15,LIS-SWAT,0.2737
2016-09-15,SWAT,0.4577
2016-09-16,LIS-SWAT,0.2818
2016-09-16,SWAT,0.5646
2016-09-17,LIS-SWAT,0.275
2016-09-17,SWAT,0.3276
2016-09-18,LIS-SWAT,0.2732
2016-09-18,SWAT,0.3425
2016-09-19,LIS-SWAT,0.2761
2016-09-19,SWAT,0.2548
2016-09-20,LIS-SWAT,0.2765
2016-09-20,SWAT,0.3293
2016-09-21,LIS-SWAT,0.2793
2016-09-21,SWAT,0.2314
2016-09-22,LIS-SWAT,0.2565
2016-09-22,SWAT,0.3135
2016-09-23,LIS-SWAT,0.2533
2016-09-23,SWAT,0.2346
2016-09-24,LIS-SWAT,0.2912
2016-09-24,SWAT,0.3028
2016-09-25,LIS-SWAT,0.368
2016-09-25,SWAT,0.2308
2016-09-26,LIS-SWAT,0.433
2016-09-26,SWAT,0.2962
2016-09-27,LIS-SWAT,0.4771
2016-09-27,SWAT,0.2465
2016-09-28,LIS-SWAT,0.5261
2016-09-28,SWAT,0.3046
2016-09-29,LIS-SWAT,0.5953
2016-09-29,SWAT,0.2579
2016-09-30,LIS-SWAT,0.6453
2016-09-30,SWAT,0.2849
2016-10-01,LIS-SWAT,0.6658
2016-10-01,SWAT,0.2367
2016-10-02,LIS-SWAT,0.6661
2016-10-02,SWAT,0.2791
2016-10-03,LIS-SWAT,0.6578
2016-10-03,SWAT,0.2389
2016-10-04,LIS-SWAT,0.6481
2016-10-04,SWAT,0.2733
2016-10-05,LIS-SWAT,0.636
2016-10-05,SWAT,0.2182
2016-10-06,LIS-SWAT,0.6103
2016-10-06,SWAT,0.2467
2016-10-07,LIS-SWAT,0.589
2016-10-07,SWAT,0.5
2016-10-08,LIS-SWAT,0.5725
2016-10-08,SWAT,0.8169
2016-10-09,LIS-SWAT,0.5518
2016-10-09,SWAT,0.9543
2016-10-10,LIS-SWAT,0.5339
2016-10-10,SWAT,0.8837
2016-10-11,LIS-SWAT,0.5224
2016-10-11,SWAT,0.79
2016-10-12,LIS-SWAT,0.5186
2016-10-12,SWAT,0.9284
2016-10-13,LIS-SWAT,0.5086
2016-10-13,SWAT,0.9265
2016-10-14,LIS-SWAT,0.5008
2016-10-14,SWAT,0.9694
2016-10-15,LIS-SWAT,0.4926
2016-10-15,SWAT,0.9256
2016-10-16,LIS-SWAT,0.4805
2016-10-16,SWAT,0.9759
2016-10-17,LIS-SWAT,0.467
2016-10-17,SWAT,0.8991
2016-10-18,LIS-SWAT,0.4491
2016-10-18,SWAT,1.136
2016-10-19,LIS-SWAT,0.4324
